,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
182634,21.06.2012 07:30:00,986.12,13.73,288.04,13.58,99.0,15.73,15.57,0.16,9.88,15.79,1190.26,2.54,3.68,30.21
182640,21.06.2012 08:30:00,986.33,13.7,287.99,13.47,98.5,15.7,15.46,0.24,9.81,15.68,1190.69,2.31,3.24,32.58
182646,21.06.2012 09:30:00,986.17,13.96,288.27,13.68,98.2,15.97,15.68,0.29,9.95,15.9,1189.32,2.0,2.84,46.29
182652,21.06.2012 10:30:00,986.42,14.25,288.54,13.64,96.1,16.27,15.64,0.63,9.92,15.85,1188.44,2.85,4.12,46.45
182658,21.06.2012 11:30:00,986.57,14.34,288.61,13.7,95.9,16.37,15.69,0.67,9.95,15.91,1188.23,2.84,4.2,34.23
182664,21.06.2012 12:30:00,986.22,15.16,289.47,13.82,91.7,17.26,15.82,1.43,10.04,16.04,1184.36,2.06,3.0,32.83
182670,21.06.2012 13:30:00,986.2,15.56,289.87,14.01,90.5,17.7,16.02,1.68,10.17,16.25,1182.61,1.97,3.48,33.44
182676,21.06.2012 14:30:00,986.2,15.3,289.61,14.04,92.2,17.41,16.05,1.36,10.19,16.28,1183.66,3.09,3.66,44.96
182682,21.06.2012 15:30:00,986.18,15.15,289.46,14.09,93.4,17.24,16.11,1.14,10.22,16.33,1184.23,2.42,3.32,50.15
182688,21.06.2012 16:30:00,985.6,15.56,289.92,14.03,90.6,17.7,16.04,1.66,10.19,16.27,1181.88,2.45,3.18,41.36
182694,21.06.2012 17:30:00,985.39,15.94,290.32,14.2,89.4,18.14,16.22,1.92,10.3,16.46,1179.99,1.76,2.8,40.38
182700,21.06.2012 18:30:00,985.38,15.79,290.17,14.31,90.9,17.97,16.33,1.64,10.37,16.57,1180.54,3.11,4.04,39.36
182706,21.06.2012 19:30:00,985.51,15.87,290.24,14.35,90.7,18.06,16.38,1.68,10.4,16.62,1180.35,1.12,1.68,83.7
182712,21.06.2012 20:30:00,985.31,15.63,290.01,14.44,92.6,17.78,16.47,1.32,10.46,16.71,1181.05,2.09,2.72,23.43
182718,21.06.2012 21:30:00,985.69,15.79,290.14,14.46,91.8,17.97,16.49,1.47,10.47,16.73,1180.84,1.17,1.68,56.44
182724,21.06.2012 22:30:00,986.18,15.72,290.03,14.66,93.4,17.89,16.71,1.18,10.6,16.94,1181.62,0.66,1.04,213.2
182730,21.06.2012 23:30:00,986.2,15.7,290.01,14.67,93.6,17.86,16.72,1.14,10.61,16.95,1181.72,1.35,2.56,206.3
182736,22.06.2012 00:30:00,986.53,15.66,289.94,14.63,93.6,17.82,16.68,1.14,10.58,16.91,1182.3,1.31,1.74,192.9
182742,22.06.2012 01:30:00,987.07,15.6,289.84,14.95,95.9,17.75,17.02,0.73,10.8,17.25,1183.04,1.18,2.76,28.89
182748,22.06.2012 02:30:00,986.66,15.72,289.99,14.99,95.4,17.89,17.06,0.82,10.83,17.29,1182.03,0.83,1.84,267.7
182754,22.06.2012 03:30:00,987.39,15.21,289.42,14.51,95.6,17.31,16.55,0.76,10.49,16.76,1185.24,1.78,2.6,217.1
182760,22.06.2012 04:30:00,987.94,15.06,289.22,14.04,93.6,17.14,16.05,1.1,10.17,16.24,1186.75,2.1,3.12,245.7
182766,22.06.2012 05:30:00,988.7,16.51,290.61,14.73,89.2,18.81,16.78,2.03,10.62,16.97,1181.39,0.48,1.08,273.3
182772,22.06.2012 06:30:00,989.19,17.35,291.41,15.22,87.3,19.84,17.32,2.52,10.96,17.51,1178.32,0.83,1.76,180.3
182778,22.06.2012 07:30:00,990.1,18.98,292.97,14.12,73.4,21.98,16.13,5.85,10.2,16.3,1173.36,2.0,4.18,252.0
182784,22.06.2012 08:30:00,990.89,19.23,293.16,13.45,69.19,22.33,15.45,6.88,9.75,15.59,1173.61,1.82,3.58,265.0
182790,22.06.2012 09:30:00,991.04,19.86,293.78,11.85,59.91,23.22,13.91,9.31,8.78,14.04,1171.96,2.95,7.12,241.4
182796,22.06.2012 10:30:00,991.12,20.83,294.74,11.32,54.46,24.65,13.42,11.23,8.47,13.55,1168.4,2.51,5.64,244.6
182802,22.06.2012 11:30:00,991.5,21.27,295.15,9.88,48.16,25.33,12.2,13.13,7.69,12.3,1167.66,3.04,5.12,252.0
182808,22.06.2012 12:30:00,991.59,20.93,294.8,7.98,43.23,24.8,10.72,14.08,6.75,10.81,1169.77,6.48,9.13,211.7
182814,22.06.2012 13:30:00,991.6,21.5,295.37,7.4,40.12,25.69,10.3,15.38,6.49,10.39,1167.71,5.99,9.97,219.9
182820,22.06.2012 14:30:00,991.77,21.85,295.71,7.7,40.1,26.24,10.52,15.72,6.63,10.61,1166.43,4.06,8.49,222.4
182826,22.06.2012 15:30:00,992.16,22.26,296.09,7.62,38.88,26.9,10.46,16.44,6.58,10.54,1165.3,4.24,7.57,244.9
182832,22.06.2012 16:30:00,992.41,21.05,294.85,7.63,41.89,24.99,10.47,14.52,6.59,10.55,1170.38,3.5,5.52,234.7
182838,22.06.2012 17:30:00,992.82,21.05,294.82,6.98,40.07,24.99,10.01,14.97,6.3,10.08,1171.07,2.86,5.32,253.2
182844,22.06.2012 18:30:00,993.4,19.88,293.6,7.64,45.08,23.25,10.48,12.77,6.59,10.55,1176.22,1.07,1.78,234.4
182850,22.06.2012 19:30:00,993.65,19.1,292.79,7.57,47.1,22.15,10.43,11.72,6.56,10.5,1179.69,1.53,2.06,246.7
182856,22.06.2012 20:30:00,994.06,17.54,291.2,7.09,50.26,20.08,10.09,9.99,6.34,10.15,1186.66,2.53,2.96,257.9
182862,22.06.2012 21:30:00,994.71,15.99,289.59,7.39,56.61,18.2,10.3,7.9,6.47,10.36,1193.71,2.43,3.4,247.8
182868,22.06.2012 22:30:00,995.14,15.01,288.57,7.67,61.45,17.09,10.5,6.59,6.59,10.55,1198.2,3.03,3.48,229.0
182874,22.06.2012 23:30:00,995.34,13.6,287.14,7.76,67.72,15.6,10.56,5.03,6.63,10.61,1204.3,1.59,2.2,248.6
182880,23.06.2012 00:30:00,995.72,11.96,285.47,8.63,80.0,14.01,11.21,2.8,7.03,11.25,1211.39,1.05,2.4,181.8
182886,23.06.2012 01:30:00,995.83,11.48,284.98,8.45,81.6,13.57,11.07,2.5,6.95,11.12,1213.64,1.18,2.12,182.1
182892,23.06.2012 02:30:00,996.01,10.41,283.89,8.24,86.4,12.64,10.92,1.72,6.85,10.96,1218.51,1.8,2.88,208.2
182898,23.06.2012 03:30:00,996.36,9.57,283.02,8.11,90.6,11.94,10.82,1.12,6.78,10.86,1222.61,1.8,2.48,200.3
182904,23.06.2012 04:30:00,996.72,9.76,283.19,8.02,88.9,12.1,10.75,1.34,6.74,10.79,1222.26,1.5,2.96,203.9
182910,23.06.2012 05:30:00,996.77,11.35,284.77,8.4,82.0,13.45,11.03,2.42,6.91,11.07,1215.36,0.95,1.6,203.1
182916,23.06.2012 06:30:00,997.08,13.59,286.99,9.19,74.7,15.59,11.64,3.94,7.3,11.68,1205.96,0.65,1.92,200.9
182922,23.06.2012 07:30:00,997.13,15.59,288.99,10.01,69.37,17.74,12.31,5.43,7.71,12.34,1197.36,1.49,2.72,165.3
182928,23.06.2012 08:30:00,996.83,18.54,291.97,11.15,62.06,21.38,13.27,8.11,8.32,13.31,1184.46,1.92,3.32,148.3
182934,23.06.2012 09:30:00,996.61,19.42,292.86,9.06,51.07,22.59,11.54,11.05,7.23,11.58,1181.41,3.58,5.64,212.3
182940,23.06.2012 10:30:00,996.43,20.07,293.53,8.05,45.81,23.52,10.78,12.75,6.75,10.81,1178.94,3.19,8.29,217.2
182946,23.06.2012 11:30:00,996.27,20.67,294.14,6.42,39.47,24.41,9.63,14.77,6.04,9.67,1176.84,4.97,6.87,211.3
182952,23.06.2012 12:30:00,995.95,21.6,295.1,6.9,38.53,25.84,9.96,15.89,6.24,10.0,1172.61,5.92,10.39,211.2
182958,23.06.2012 13:30:00,995.81,22.14,295.65,7.91,39.97,26.71,10.68,16.03,6.7,10.72,1169.98,4.38,8.65,230.3
182964,23.06.2012 14:30:00,995.57,21.82,295.35,8.07,41.2,26.19,10.79,15.4,6.77,10.84,1170.92,4.72,6.77,209.3
182970,23.06.2012 15:30:00,995.49,21.76,295.3,8.46,42.45,26.1,11.08,15.02,6.95,11.13,1170.93,2.33,4.62,237.4
182976,23.06.2012 16:30:00,995.34,21.8,295.35,9.05,44.07,26.16,11.53,14.63,7.24,11.58,1170.39,1.72,3.28,253.3
182982,23.06.2012 17:30:00,995.32,22.12,295.68,9.84,45.59,26.68,12.16,14.51,7.64,12.22,1168.82,2.14,3.96,297.5
182988,23.06.2012 18:30:00,995.59,20.65,294.18,11.02,53.97,24.38,13.16,11.22,8.26,13.22,1174.54,0.71,2.36,315.8
182994,23.06.2012 19:30:00,995.58,19.0,292.53,10.66,58.37,22.01,12.85,9.16,8.07,12.9,1181.3,0.86,1.72,247.3
183000,23.06.2012 20:30:00,995.87,18.26,291.77,10.36,59.95,21.01,12.6,8.42,7.91,12.65,1184.76,1.14,1.6,253.9
183006,23.06.2012 21:30:00,995.99,16.0,289.49,10.38,69.26,18.21,12.61,5.6,7.91,12.66,1194.15,1.49,2.4,219.9
183012,23.06.2012 22:30:00,996.05,15.16,288.65,10.71,74.7,17.26,12.89,4.37,8.09,12.94,1197.58,0.46,1.0,258.6
183018,23.06.2012 23:30:00,995.95,13.95,287.44,10.39,79.1,15.96,12.62,3.33,7.92,12.67,1202.63,0.43,1.0,234.5
183024,24.06.2012 00:30:00,995.67,13.21,286.73,10.5,83.6,15.21,12.71,2.49,7.98,12.77,1205.35,0.84,1.66,215.8
183030,24.06.2012 01:30:00,995.46,12.54,286.07,10.37,86.6,14.55,12.6,1.95,7.91,12.66,1207.98,0.54,1.2,220.7
183036,24.06.2012 02:30:00,995.01,11.68,285.25,10.1,90.0,13.75,12.37,1.37,7.77,12.44,1211.17,0.88,1.88,216.1
183042,24.06.2012 03:30:00,994.46,10.7,284.31,9.55,92.6,12.88,11.93,0.95,7.5,12.0,1214.89,0.99,1.52,170.2
183048,24.06.2012 04:30:00,993.99,10.48,284.13,9.56,94.0,12.7,11.93,0.76,7.5,12.01,1215.26,1.37,1.7,199.9
183054,24.06.2012 05:30:00,993.5,11.44,285.13,9.73,89.2,13.53,12.07,1.46,7.59,12.15,1210.5,1.08,1.56,166.9
183060,24.06.2012 06:30:00,992.92,13.86,287.6,10.31,79.1,15.86,12.55,3.32,7.9,12.64,1199.36,0.82,1.48,131.8
183066,24.06.2012 07:30:00,991.9,15.42,289.25,10.78,73.8,17.55,12.95,4.6,8.16,13.05,1191.47,1.71,2.56,137.6
183072,24.06.2012 08:30:00,991.04,18.02,291.93,11.83,67.08,20.7,13.88,6.81,8.76,14.01,1179.38,1.14,1.92,126.7
183078,24.06.2012 09:30:00,990.02,21.39,295.4,11.42,52.99,25.51,13.52,11.99,8.54,13.66,1164.84,3.25,4.84,208.9
183084,24.06.2012 10:30:00,988.84,22.48,296.59,10.96,48.08,27.27,13.11,14.16,8.29,13.26,1159.34,5.88,10.41,207.3
183090,24.06.2012 11:30:00,987.8,22.89,297.09,10.21,44.61,27.95,12.47,15.48,7.89,12.62,1156.79,5.73,8.25,215.2
183096,24.06.2012 12:30:00,986.74,23.1,297.39,10.36,44.5,28.31,12.6,15.71,7.98,12.77,1154.67,5.57,9.05,226.7
183102,24.06.2012 13:30:00,986.06,23.07,297.42,9.93,43.31,28.26,12.24,16.02,7.76,12.41,1154.15,6.0,8.41,208.4
183108,24.06.2012 14:30:00,985.33,22.6,297.01,9.72,43.94,27.47,12.07,15.4,7.65,12.25,1155.2,5.68,8.85,218.6
183114,24.06.2012 15:30:00,984.75,21.75,296.21,9.35,45.13,26.08,11.77,14.31,7.47,11.95,1157.97,5.54,9.83,204.6
183120,24.06.2012 16:30:00,983.93,21.36,295.89,8.52,43.69,25.47,11.13,14.34,7.06,11.31,1158.83,7.15,9.77,210.8
183126,24.06.2012 17:30:00,983.61,20.94,295.49,10.0,49.53,24.82,12.29,12.53,7.81,12.5,1159.58,8.64,15.29,215.4
183132,24.06.2012 18:30:00,983.59,17.72,292.26,11.42,66.53,20.31,13.51,6.8,8.59,13.74,1171.84,6.93,10.41,210.0
183138,24.06.2012 19:30:00,984.4,16.38,290.84,12.01,75.3,18.66,14.05,4.61,8.92,14.27,1177.99,3.95,7.06,239.6
183144,24.06.2012 20:30:00,984.61,14.55,288.99,11.81,83.6,16.59,13.87,2.72,8.81,14.09,1185.82,2.23,5.4,222.9
183150,24.06.2012 21:30:00,985.04,13.79,288.19,10.56,80.8,15.79,12.76,3.03,8.1,12.95,1189.99,1.82,3.32,226.9
183156,24.06.2012 22:30:00,984.67,13.28,287.71,9.4,77.3,15.28,11.81,3.47,7.49,11.99,1192.1,4.95,9.01,214.5
183162,24.06.2012 23:30:00,985.1,12.58,286.97,9.32,80.5,14.59,11.75,2.85,7.45,11.92,1195.57,2.92,4.65,213.9
183168,25.06.2012 00:30:00,985.21,12.26,286.64,9.16,81.3,14.29,11.62,2.67,7.37,11.79,1197.11,1.3,3.0,238.6
183174,25.06.2012 01:30:00,985.35,12.93,287.3,9.4,79.1,14.93,11.81,3.12,7.49,11.98,1194.39,2.14,4.57,239.7
183180,25.06.2012 02:30:00,985.8,13.42,287.75,9.57,77.5,15.42,11.95,3.47,7.57,12.12,1192.83,1.18,3.2,270.4
183186,25.06.2012 03:30:00,986.22,13.18,287.48,9.32,77.4,15.18,11.75,3.43,7.44,11.91,1194.43,2.69,4.65,260.6
183192,25.06.2012 04:30:00,986.79,12.11,286.36,8.7,79.6,14.15,11.26,2.89,7.13,11.41,1199.83,1.16,1.92,237.5
183198,25.06.2012 05:30:00,986.86,12.76,287.0,8.41,74.8,14.76,11.04,3.72,6.99,11.19,1197.29,1.52,2.88,230.0
183204,25.06.2012 06:30:00,986.99,14.33,288.57,8.29,66.99,16.35,10.96,5.4,6.93,11.1,1190.95,1.84,3.08,204.5
183210,25.06.2012 07:30:00,987.32,14.25,288.46,8.55,68.53,16.27,11.15,5.12,7.05,11.29,1191.59,1.33,3.44,215.6
183216,25.06.2012 08:30:00,987.33,14.63,288.84,8.7,67.52,16.68,11.26,5.42,7.12,11.4,1189.98,3.67,5.72,211.7
183222,25.06.2012 09:30:00,986.91,15.87,290.12,9.22,64.6,18.06,11.67,6.39,7.39,11.82,1184.18,5.81,8.89,218.0
183228,25.06.2012 10:30:00,986.77,16.67,290.94,9.17,61.16,19.0,11.62,7.38,7.36,11.78,1180.76,4.36,9.89,222.1
183234,25.06.2012 11:30:00,986.49,17.25,291.54,8.83,57.63,19.72,11.36,8.35,7.2,11.52,1178.19,5.6,9.73,222.8
183240,25.06.2012 12:30:00,986.39,18.33,292.63,7.99,50.83,21.11,10.73,10.38,6.79,10.88,1173.99,6.6,12.89,241.9
183246,25.06.2012 13:30:00,986.86,16.4,290.66,8.36,58.91,18.68,11.0,7.68,6.97,11.15,1182.26,3.5,6.6,255.7
183252,25.06.2012 14:30:00,986.8,14.59,288.85,11.07,79.4,16.63,13.21,3.43,8.37,13.38,1188.61,2.27,3.46,217.2
183258,25.06.2012 15:30:00,986.7,18.01,292.29,9.67,58.12,20.69,12.02,8.66,7.61,12.18,1175.07,4.23,7.75,224.1
183264,25.06.2012 16:30:00,986.63,18.08,292.36,10.04,59.33,20.78,12.33,8.45,7.81,12.49,1174.56,4.31,8.01,253.6
183270,25.06.2012 17:30:00,986.93,17.84,292.1,9.93,59.81,20.46,12.24,8.22,7.75,12.4,1175.93,2.46,5.54,257.5
183276,25.06.2012 18:30:00,987.88,15.31,289.48,9.75,69.37,17.42,12.09,5.34,7.65,12.23,1187.46,1.93,3.84,273.7
183282,25.06.2012 19:30:00,988.77,12.21,286.29,10.23,87.7,14.24,12.49,1.75,7.89,12.63,1201.26,2.67,5.6,254.3
183288,25.06.2012 20:30:00,989.29,12.82,286.86,10.44,85.4,14.82,12.66,2.16,8.0,12.8,1199.25,2.72,4.4,259.8
183294,25.06.2012 21:30:00,990.15,12.42,286.39,10.17,86.1,14.44,12.43,2.01,7.85,12.55,1202.09,1.77,2.78,248.3
183300,25.06.2012 22:30:00,990.48,12.42,286.36,9.76,83.8,14.44,12.1,2.34,7.63,12.22,1202.64,2.37,3.72,254.9
183306,25.06.2012 23:30:00,990.96,12.19,286.09,9.64,84.4,14.22,12.0,2.22,7.57,12.11,1204.24,3.0,4.44,256.0
183312,26.06.2012 00:30:00,991.19,11.82,285.7,9.14,83.6,13.88,11.6,2.28,7.31,11.71,1206.27,1.38,2.2,236.5
183318,26.06.2012 01:30:00,991.22,11.38,285.26,8.92,84.8,13.48,11.43,2.05,7.2,11.53,1208.25,0.82,1.64,249.5
183324,26.06.2012 02:30:00,991.29,11.05,284.92,8.3,83.1,13.19,10.96,2.23,6.9,11.05,1209.96,1.03,1.82,247.3
183330,26.06.2012 03:30:00,991.53,10.73,284.58,8.02,83.3,12.91,10.75,2.16,6.77,10.85,1211.72,2.16,2.96,254.3
183336,26.06.2012 04:30:00,991.79,10.4,284.23,7.94,84.7,12.63,10.7,1.93,6.74,10.78,1213.47,1.63,2.16,251.2
183342,26.06.2012 05:30:00,992.36,11.4,285.18,8.25,80.9,13.5,10.92,2.58,6.87,11.0,1209.8,1.03,2.44,278.4
183348,26.06.2012 06:30:00,992.79,12.5,286.25,9.13,79.9,14.51,11.6,2.92,7.3,11.68,1205.35,1.48,2.8,243.1
183354,26.06.2012 07:30:00,993.08,13.7,287.43,8.57,71.1,15.7,11.16,4.54,7.02,11.24,1200.87,1.53,3.6,236.0
183360,26.06.2012 08:30:00,993.54,12.99,286.68,7.58,69.64,14.99,10.44,4.55,6.56,10.51,1204.74,2.12,4.64,262.1
183366,26.06.2012 09:30:00,993.76,13.34,287.01,7.89,69.48,15.34,10.65,4.68,6.7,10.72,1203.44,2.16,3.94,267.2
183372,26.06.2012 10:30:00,994.16,13.31,286.95,7.71,68.8,15.31,10.53,4.78,6.61,10.59,1204.11,2.2,4.7,253.1
183378,26.06.2012 11:30:00,994.49,13.76,287.37,8.11,68.66,15.76,10.82,4.94,6.8,10.88,1202.48,1.51,3.94,263.7
183384,26.06.2012 12:30:00,994.64,14.6,288.2,7.7,63.22,16.64,10.52,6.12,6.61,10.58,1199.28,2.14,5.08,268.2
183390,26.06.2012 13:30:00,994.78,15.13,288.72,7.82,61.61,17.22,10.61,6.61,6.66,10.67,1197.22,2.22,5.48,276.8
183396,26.06.2012 14:30:00,994.84,15.92,289.51,8.07,59.57,18.12,10.79,7.32,6.78,10.85,1193.93,2.14,4.28,281.6
183402,26.06.2012 15:30:00,994.68,17.01,290.61,8.43,56.95,19.42,11.06,8.36,6.94,11.12,1189.13,1.99,6.64,275.8
183408,26.06.2012 16:30:00,994.63,18.21,291.82,8.53,53.15,20.95,11.13,9.81,6.99,11.19,1184.14,1.57,4.96,332.3
183414,26.06.2012 17:30:00,994.71,18.54,292.14,8.68,52.58,21.38,11.24,10.14,7.06,11.3,1182.85,2.08,4.36,295.9
183420,26.06.2012 18:30:00,994.63,18.07,291.68,9.14,55.89,20.76,11.6,9.16,7.29,11.67,1184.5,1.36,3.6,303.2
183426,26.06.2012 19:30:00,994.48,16.5,290.12,8.94,60.9,18.8,11.45,7.35,7.19,11.51,1190.81,1.04,2.88,281.8
183432,26.06.2012 20:30:00,994.64,15.53,289.13,8.9,64.62,17.67,11.42,6.25,7.17,11.48,1195.01,1.43,2.3,258.4
183438,26.06.2012 21:30:00,994.9,14.46,288.04,8.71,68.34,16.49,11.27,5.22,7.08,11.33,1199.84,2.01,2.52,241.8
183444,26.06.2012 22:30:00,994.79,13.99,287.58,8.52,69.55,16.0,11.13,4.87,6.99,11.19,1201.74,2.01,2.48,234.2
183450,26.06.2012 23:30:00,994.9,10.57,284.15,8.35,86.1,12.77,11.0,1.78,6.9,11.05,1216.42,1.4,2.44,200.4
183456,27.06.2012 00:30:00,994.89,10.27,283.85,8.04,86.0,12.52,10.77,1.75,6.76,10.82,1217.81,1.35,1.92,201.3
183462,27.06.2012 01:30:00,994.81,9.59,283.17,7.89,89.1,11.96,10.66,1.3,6.69,10.71,1220.69,1.39,2.28,226.3
183468,27.06.2012 02:30:00,994.76,8.96,282.54,7.83,92.6,11.46,10.61,0.85,6.66,10.67,1223.37,1.16,1.92,179.5
183474,27.06.2012 03:30:00,994.54,8.48,282.08,7.67,94.6,11.09,10.5,0.6,6.59,10.55,1225.24,0.69,1.88,136.4
183480,27.06.2012 04:30:00,994.37,7.71,281.32,7.07,95.7,10.53,10.08,0.45,6.33,10.13,1228.58,1.01,1.5,186.1
183486,27.06.2012 05:30:00,994.26,8.78,282.4,7.49,91.6,11.32,10.37,0.95,6.51,10.43,1223.65,1.18,1.84,184.3
183492,27.06.2012 06:30:00,994.04,11.02,284.67,8.23,82.9,13.16,10.91,2.25,6.86,10.98,1213.48,1.5,2.12,176.2
183498,27.06.2012 07:30:00,993.91,13.55,287.21,9.76,77.8,15.55,12.1,3.45,7.6,12.17,1202.07,1.41,2.56,154.5
183504,27.06.2012 08:30:00,993.38,15.08,288.79,10.55,74.3,17.17,12.75,4.41,8.03,12.84,1194.74,1.51,2.48,173.8
183510,27.06.2012 09:30:00,993.1,16.92,290.66,11.4,69.91,19.31,13.5,5.81,8.5,13.59,1186.49,1.07,1.92,143.8
183516,27.06.2012 10:30:00,992.22,20.33,294.15,12.01,58.8,23.9,14.05,9.85,8.86,14.17,1171.42,2.49,5.0,183.1
183522,27.06.2012 11:30:00,991.81,20.99,294.84,11.56,54.78,24.89,13.64,11.26,8.6,13.75,1168.49,4.25,6.2,210.4
183528,27.06.2012 12:30:00,990.95,22.16,296.09,11.76,51.7,26.74,13.83,12.92,8.72,13.95,1162.76,4.01,6.48,222.8
183534,27.06.2012 13:30:00,990.18,22.9,296.9,12.33,51.33,27.97,14.36,13.61,9.07,14.5,1158.71,5.86,8.55,210.8
183540,27.06.2012 14:30:00,989.73,22.91,296.95,13.11,53.97,27.99,15.1,12.88,9.55,15.26,1157.81,3.89,6.81,215.9
183546,27.06.2012 15:30:00,990.25,20.07,294.05,15.61,75.5,23.52,17.76,5.76,11.23,17.93,1168.45,2.12,4.88,226.8
183552,27.06.2012 16:30:00,989.72,21.48,295.51,15.29,67.83,25.65,17.4,8.25,11.01,17.58,1162.39,2.3,4.46,265.7
183558,27.06.2012 17:30:00,989.23,22.23,296.31,14.86,63.01,26.86,16.92,9.93,10.71,17.11,1159.08,2.15,4.52,269.7
183564,27.06.2012 18:30:00,989.0,21.52,295.61,15.19,67.22,25.72,17.29,8.43,10.94,17.48,1161.44,1.03,1.76,275.8
183570,27.06.2012 19:30:00,989.02,18.68,292.76,16.31,86.1,21.57,18.57,3.0,11.76,18.78,1172.18,1.41,1.88,268.1
183576,27.06.2012 20:30:00,989.52,17.05,291.09,15.74,92.0,19.47,17.91,1.56,11.34,18.1,1179.67,1.59,2.24,263.1
183582,27.06.2012 21:30:00,989.61,17.0,291.03,15.76,92.4,19.41,17.93,1.47,11.35,18.12,1179.97,1.46,2.4,254.5
183588,27.06.2012 22:30:00,989.23,16.86,290.92,15.55,92.0,19.24,17.7,1.54,11.2,17.89,1180.19,2.35,4.04,259.8
183594,27.06.2012 23:30:00,989.2,16.47,290.53,15.12,91.7,18.76,17.21,1.56,10.89,17.39,1181.96,2.53,3.52,249.1
183600,28.06.2012 00:30:00,989.19,15.88,289.94,15.0,94.5,18.07,17.08,0.99,10.81,17.26,1184.42,0.27,0.96,49.79
183606,28.06.2012 01:30:00,988.9,15.09,289.17,14.54,96.5,17.18,16.58,0.6,10.49,16.76,1187.55,0.76,1.2,187.5
183612,28.06.2012 02:30:00,988.82,14.91,289.0,14.45,97.1,16.98,16.49,0.49,10.44,16.67,1188.23,0.61,1.2,201.6
183618,28.06.2012 03:30:00,988.7,14.5,288.6,14.01,96.9,16.54,16.02,0.51,10.14,16.21,1189.99,0.49,1.08,185.5
183624,28.06.2012 04:30:00,988.81,14.38,288.47,14.04,97.8,16.41,16.05,0.36,10.16,16.23,1190.61,0.77,1.4,200.5
183630,28.06.2012 05:30:00,988.75,14.74,288.83,14.46,98.2,16.79,16.49,0.3,10.44,16.68,1188.85,0.51,1.08,209.9
183636,28.06.2012 06:30:00,988.81,15.54,289.63,15.07,97.0,17.68,17.15,0.53,10.86,17.35,1185.33,1.19,1.76,140.0
183642,28.06.2012 07:30:00,988.76,16.68,290.78,15.58,93.2,19.02,17.72,1.29,11.23,17.93,1180.34,1.13,1.84,178.2
183648,28.06.2012 08:30:00,988.38,19.76,293.9,16.25,80.2,23.07,18.51,4.57,11.73,18.72,1167.13,1.72,2.96,137.7
183654,28.06.2012 09:30:00,988.34,20.95,295.1,16.1,73.8,24.83,18.33,6.51,11.62,18.54,1162.44,0.52,1.16,144.7
183660,28.06.2012 10:30:00,987.81,21.75,295.95,15.19,66.28,26.08,17.29,8.79,10.96,17.5,1159.12,2.14,4.08,194.9
183666,28.06.2012 11:30:00,987.28,22.89,297.14,15.75,64.11,27.95,17.92,10.03,11.37,18.15,1153.75,1.81,3.68,189.5
183672,28.06.2012 12:30:00,986.89,23.88,298.16,15.92,61.07,29.67,18.12,11.55,11.5,18.36,1149.36,1.12,2.6,105.1
183678,28.06.2012 13:30:00,986.56,25.44,299.76,15.18,53.06,32.57,17.28,15.29,10.97,17.52,1143.34,1.81,3.4,240.1
183684,28.06.2012 14:30:00,986.01,25.91,300.28,15.05,51.15,33.49,17.13,16.36,10.88,17.37,1140.97,1.95,3.92,91.8
183690,28.06.2012 15:30:00,985.57,26.58,300.99,15.04,49.14,34.84,17.12,17.72,10.88,17.37,1137.92,2.1,3.48,68.43
183696,28.06.2012 16:30:00,984.99,27.09,301.55,15.16,48.07,35.9,17.26,18.64,10.97,17.52,1135.25,2.14,3.16,49.17
183702,28.06.2012 17:30:00,984.41,27.65,302.16,15.07,46.25,37.09,17.15,19.94,10.91,17.43,1132.51,1.84,3.84,40.92
183708,28.06.2012 18:30:00,984.13,26.28,300.81,15.47,51.43,34.23,17.6,16.62,11.2,17.89,1137.17,2.7,4.44,46.43
183714,28.06.2012 19:30:00,983.99,25.3,299.84,15.63,55.06,32.3,17.78,14.52,11.32,18.07,1140.66,2.05,3.64,86.8
183720,28.06.2012 20:30:00,984.55,24.03,298.52,16.12,61.28,29.94,18.35,11.59,11.67,18.64,1145.94,0.57,1.32,113.3
183726,28.06.2012 21:30:00,984.48,23.06,297.55,16.11,64.95,28.24,18.34,9.9,11.67,18.63,1149.61,0.85,1.36,217.4
183732,28.06.2012 22:30:00,984.2,22.24,296.75,15.79,66.88,26.87,17.97,8.9,11.44,18.26,1152.64,2.19,3.16,198.4
183738,28.06.2012 23:30:00,984.28,21.31,295.81,15.59,69.87,25.39,17.74,7.65,11.29,18.02,1156.48,2.14,3.22,214.2
183744,29.06.2012 00:30:00,984.25,20.42,294.92,15.55,73.6,24.04,17.69,6.35,11.26,17.97,1159.97,1.81,3.32,214.8
183750,29.06.2012 01:30:00,984.37,19.64,294.12,15.96,79.3,22.9,18.16,4.74,11.56,18.45,1162.99,0.99,1.88,166.8
183756,29.06.2012 02:30:00,984.19,19.11,293.61,15.95,81.9,22.16,18.15,4.01,11.55,18.44,1164.89,0.37,1.0,204.8
183762,29.06.2012 03:30:00,984.59,17.7,292.15,15.31,85.9,20.29,17.42,2.86,11.08,17.7,1171.34,1.53,2.36,204.0
183768,29.06.2012 04:30:00,984.47,17.06,291.52,15.29,89.3,19.48,17.4,2.08,11.07,17.67,1173.8,1.65,2.52,196.6
