V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,F1,F2,F3,F4,F5,F6
Y22142,4814,5446.7,5785.2,6362.6,6540.9,6503.7,6561,6624.2,7021.7,6846.2,6607.9,6978.9,6670.3,6824.1,6855.3,,,,,,,,,,
Y22143,7172.5,9042.3,9523.3,11800.5,10793.1,9124.1,9096.5,9654.2,7960.2,8536.1,8397.2,7955.5,8111.6,6823.7,6861.7,,,,,,,,,,
Y22144,6596.1,8552.3,7991.9,11175.3,10611.2,9012.4,7860.8,7457,6663.8,6419.3,7233.5,9108.6,11010.5,10884.2,10166.8,,,,,,,,,,
Y22145,1660.37,1596.13,1491.2,1382.39,1301.72,1229.83,1145.53,1212.75,1225.27,1278.76,1169.05,1256.63,1165.04,1051.54,1041.45,,,,,,,,,,
Y22146,2158.2,2538.1,2975.4,3055.2,3342.3,3523.6,4143.8,4532.5,5030.5,5438.7,5854.3,6079.5,6512.5,7274.4,7831.6,,,,,,,,,,
Y22147,7175.3,7840.8,7951.7,8163.1,7823.5,6703.3,6544.8,6693,6395.1,6385.7,7617.6,7703.6,8154,8224.5,8142.2,,,,,,,,,,
Y22148,3030.7,3140.6,3237.6,3725.3,3833.2,4255.7,4440,5081.9,5203.6,6444.2,7102.7,7254.2,7374.3,8001.8,8006.5,,,,,,,,,,
Y22149,3209.3,3392.5,3589.4,3623.5,3635.9,3572,4299.8,4645.2,4832.5,4938.4,5453.7,6009.9,6152.6,6545.6,6841.4,,,,,,,,,,
Y22150,1049.2,1233,1252.3,1237.6,1185.7,1193.4,1547.4,1755.7,1962.6,2165.4,3019.6,3540.3,4243.6,5223.3,4638.1,,,,,,,,,,
Y22151,1386.8,1737.4,2239.8,2569.5,7301.9,7077.4,7400.4,7041.2,7311.3,7464.2,9034.3,9604.6,10667.3,11586.6,11317.1,,,,,,,,,,
Y22152,4371.6,4893.9,5346.1,6089.3,6353.4,6104.6,6447.1,5849.2,6238.7,5894.2,6568.4,6886.4,7413.2,7827.3,8739,,,,,,,,,,
Y22153,4297.8,4575.9,4929.4,5181.4,5272.5,5312.5,5493.2,5680.1,5838.5,5877.3,6027.2,6376.1,6491.8,6639.8,6872.7,,,,,,,,,,
Y22154,4153.3,4454.4,4524.3,4619.1,4652.9,4583.7,4784.5,5191.8,5491.9,5757.4,6220.2,6612.5,6962.5,7496.9,7447.8,,,,,,,,,,
Y22155,6859.1,7004.7,6665.4,6698.5,6121.9,6053.7,5962.2,6380.9,6861.9,6988.2,6946.4,7987.9,8095.3,8159.3,8028.1,,,,,,,,,,
Y22156,4567.5,5044.3,5293.3,5614.7,5671.9,5109.2,5634.8,6048.9,6726.3,6777.6,7031,7614.1,7644.8,8303.5,7749.7,,,,,,,,,,
Y22157,4331.2,4986.7,5067.9,5792.8,5532.1,5117.8,4816.1,5449.4,5297.1,5566.8,6320.3,7602.3,9059.3,10863.6,8556.7,,,,,,,,,,
Y22158,3015.1,3864,3017.6,3337,3568.7,3664.9,3890.9,3257.9,3779.9,3266.9,6159.9,7159.1,8653.5,8677.7,7019.7,,,,,,,,,,
Y22159,5792.2,6384.1,6578.3,6113.3,5749.6,5639.2,5572.4,6228.3,6519.2,7296.5,7304.3,8506.4,8277.4,8217.4,8060,,,,,,,,,,
Y22160,3005.8,3491.6,3798.1,3942.3,3965,3523.7,3872.3,4161.1,4439,5040,5356.6,5423.6,5855,6562.7,7317.1,,,,,,,,,,
Y22161,3258.1,3654.3,4059.3,4744.9,4971.2,4630.5,5031.7,5338.3,5712.3,6166.3,7412.2,7418.8,7941.5,7808.7,7511.8,,,,,,,,,,
Y22162,3739.9,3696.1,3724,4174.7,4270.9,4923.2,5389,6094.7,6518.6,7841.7,9098.4,8987.3,9128.6,9350.9,9292.4,,,,,,,,,,
Y22163,6566,6810.3,7030.3,6873.5,6524.2,6249.1,6675.9,6928.8,7072.8,6973.3,7312,7320.6,7563.7,7998.9,7929.6,,,,,,,,,,
Y22164,3137.3,3535.2,3785.7,3539.7,3578.7,3843.2,4602.9,4743.4,4712.3,4459.2,4946.5,5625.4,5745.5,6910.8,6565.3,,,,,,,,,,
Y22165,5872.9,6449.1,6610.1,7059.5,6922.1,6929.2,7260.3,7778.8,8261.2,8063.6,8850.2,9267.8,9728.6,10172.5,9726.9,,,,,,,,,,
Y22166,4275.1,4659.3,5013.5,5481.1,5712.5,6112.7,6132.8,6133.6,5980.4,5923.2,6407.4,6853.4,6927.7,7507,7828.2,,,,,,,,,,
Y22167,5918.1,6097.9,6424.2,6538.1,6529.2,6562,6819,7150.1,7422.9,7572.7,7841.2,8319.1,8502.8,8690.5,8814.7,,,,,,,,,,
Y22168,5470.3,5696.5,5863.2,6028.2,6153.6,6194.6,6430,6859.5,7235.3,7536.5,7965.7,8471.6,8821.4,9123.4,8888.4,,,,,,,,,,
Y22169,8651.4,8359.1,8029.3,8324.2,8005.8,7920.9,8097.8,8480.2,9007.6,9192.7,9125.4,9884.8,9838.6,9308.8,8812.8,,,,,,,,,,
Y22170,6147.7,6656,6849.7,7013.2,7128.8,6977,7532.6,7973.3,8750,8686.9,8937.9,9399,9288.5,9573.1,8847,,,,,,,,,,
Y22171,892.82,970.06,1013.46,1161.54,1126.82,1030.62,1046.98,1141.17,1085.88,1117.9,1135.84,1219.31,1268.72,1251.07,1074.35,,,,,,,,,,
Y22172,4440.3,5952.8,5453.5,7107,7337,7898.8,7862.3,8061,8563.7,8256.1,9280.2,8807.8,10069.9,8579.7,8081.6,,,,,,,,,,
Y22173,6940.7,7263.4,7418.1,7169.5,7032,7169.3,6989.2,7537.6,7839.1,8443,8467.2,9659.1,9662.6,10237.1,10039.6,,,,,,,,,,
Y22174,3777.3,4137.9,4482.8,4725.5,5099,4889.3,5372.4,5720.2,6150.6,6786.5,7056.9,7156.9,7756.6,8303.3,8519.3,,,,,,,,,,
Y22175,3121.5,3221.3,3432.2,3656.1,3920.8,3832.5,3919.7,4030.8,4373.5,4682,7149.2,8274.7,8988.3,9476.6,8755.3,,,,,,,,,,
Y22176,2120,2190,2290,2480,2500,2460,2740,3030,3240,3690,3860,3810,3140,3710,3670,3800,3890,3900,3710,,,,,,
Y22177,170,180,230,320,360,460,580,700,770,1130,1260,1380,1340,1650,2010,2200,2430,2580,1840,,,,,,
Y22178,439,461,481,462,588,608,712,780,885,978,1032,1103,1138,1191,1182,1224,1286,1375,1567,,,,,,
Y22179,216.7,235.9,255,272,307.2,341.4,374.4,417.4,454.1,468.1,515.2,536.9,596.4,718.2,731.2,734.5,824.1,908.1,1014.5,,,,,,
Y22180,278,301,328,318,335,379,422,465,517,556,633,702,745,840,931,987,1107,1230,1350,,,,,,
Y22181,210,230,250,270,280,320,360,410,480,550,570,570,560,580,620,640,710,790,880,,,,,,
Y22182,310,330,360,390,390,450,520,610,700,800,940,1100,1190,1420,1690,1900,2220,2390,2720,,,,,,
Y22183,3658.6,3623.4,3884.3,4188.5,4403.8,4934.5,5050.9,5710.9,5820.4,6435.5,7237.5,6992,7013.8,7558.1,8382.1,,,,,,,,,,
Y22184,4046,4004.2,4326.8,4500.6,4695.7,4586.1,4954.7,5069.1,5048.2,4946.3,5313.7,5605.2,5799.5,6286.6,6836.9,,,,,,,,,,
Y22185,1695.6,1976.6,2356.3,2375.5,2402.6,2675.6,3173.4,3345.4,3377.4,3435.9,4198.4,4563.9,5288.9,6270.6,6011.4,,,,,,,,,,
Y22186,2006.4,2347.3,2668.8,2612.6,3089.7,3269.1,3246.1,3137.4,3484.3,3614.9,3816.2,4136.7,4774.8,5680.4,5994.2,,,,,,,,,,
Y22187,2694.6,3043.7,3335.3,3900.8,4253.8,4354.3,4674.8,4465.6,4703.6,4717.3,5111.1,5454.5,5667.5,5954.8,6242.4,,,,,,,,,,
Y22188,4629.5,5016.5,5599.3,6077.8,6280.1,6516.2,6748.8,7080.6,7346,7065.9,6827.8,6965.2,6878.8,6974.9,7167.7,,,,,,,,,,
Y22189,4067.2,4425.9,4663.5,4904.8,5154,5296.4,5446.6,5854.8,6096.4,6130.9,6340.7,6683.2,6994,7392.9,7495.5,,,,,,,,,,
Y22190,7088.3,7330.6,7179,7553.6,7389.2,7549.3,7772.4,8186.5,8546,8420.7,8264.3,8595.8,8433.4,8263.7,8270.8,,,,,,,,,,
Y22191,4594.9,5249.2,5605.4,6006.2,6226.5,6111.6,6500.3,6909.8,7426,7089.7,6957.3,7234.9,7217.1,7567.9,7509.4,,,,,,,,,,
Y22192,6577.7,7633.3,7841,9238.6,9117,8225.8,7416.2,7936.2,7181.6,6882.4,6795,7322,7993,8553.1,8549.5,,,,,,,,,,
Y22193,2601.6,3442.7,3259.7,4124.1,4189.8,4309.2,3955,3748.2,4077.8,4075.2,4957.7,5642.1,6660.5,6456.8,6672,,,,,,,,,,
Y22194,5779.2,6080.7,6539.8,6409.9,6395.3,6803.6,6944.9,7666.8,8277.7,8996,9122.6,10368.7,10121.3,10339.6,10018.3,,,,,,,,,,
Y22195,3496.1,4251.3,4497.2,4647.5,4610.9,4318.8,4747.3,5284.3,5631,5725.1,5914.9,5912.4,6288.7,6892.2,7415.7,,,,,,,,,,
Y22196,2567.9,2837.8,3050.7,3230.8,3528,3561.5,3460.5,3811.6,3938.6,3897.6,5097.3,5592.5,6168.6,6610.1,6722.2,,,,,,,,,,
Y22197,6257,5469,5243,5000,5105,5272,4162,3408,3612,3539,3317,4058,4232,4093,4517,4496,3976,3655,3068,,,,,,
Y22198,1522.4,1527,1451,1181.4,1175.2,1175.8,1166.2,1160.5,1160.9,1169.3,1159.1,1149.4,1145.2,1129.7,1118.2,1104.6,1093.6,,,,,,,,
Y22199,3870,3782,3959,4068,4142,4269,4385,4486,4749,4915,5083,5166,5510,5990,6101,6028,5914,5880,5868,,,,,,
Y22200,3841,4026,4265,4604,4156,4222,4773,4210,4070,4672,4684,5312,6248,6812,7375,6521,4994,4375,4295,,,,,,
Y22201,780,1300,1050,900,1450,1520,1790,1920,1810,2020,1960,1330,2590,1460,1850,1840,2010,1990,2180,,,,,,
Y22202,1973,1974,2303,2335,2269,2249,2105,2224,2171,2337,2612,3029,3419,4115,3494,2682,2684,3007,2904,,,,,,
Y22203,6616,6589,6789,6576,6958,7051,6814,6696,6455,5068,5453,5303,4838,,,,,,,,,,,,
Y22204,1689,1790,1903,2216,2374,2165,2369,2840,3285,4026,4492,4642,4982,4875,4888,4792,4191,4264,4408,,,,,,
Y22205,1337.8,1290.2,1900.1,1246.2,1651.4,1872.2,1864.9,2798.6,4246.8,5290.6,7136.7,11190.8,13049.8,,,,,,,,,,,,
Y22206,7810,7870,7900,8030,8100,8180,8290,8260,8260,8180,8080,7910,7790,7600,7420,6960,6900,7020,7160,,,,,,
Y22207,7960,7850,7790,6950,7060,7050,6620,6450,6760,6670,6800,6790,6750,,,,,,,,,,,,
Y22208,219.2,225.7,240.1,255.5,321.7,365.5,297.7,417.1,371.6,420.3,468,477.6,555.9,598.5,659.1,722.4,897,1163.4,1293.9,,,,,,
Y22209,976.9,1117.04,1167.03,1297.68,1506.88,1530.55,1691.75,1904.99,1934.38,2099.6,2261.4,2145.24,2172.86,2403.53,2490.93,2521.7,2640.91,2912.18,2883.49,,,,,,
Y22210,2307,2154.4,2026.9,2177.1,2174.5,2069.4,1963.8,1820,1900.3,1902.7,1833.4,1700.8,1756,1721.6,,,,,,,,,,,
Y22211,1736.673,1884.807,1897.195,2077.157,2322.09,2395.035,2654.384,2851.803,2913.527,3107.448,3186.336,3135.505,3378.324,3496.498,3740.015,3762.778,3920.639,4389.177,4376.102,,,,,,
Y22212,1605.6,1658.9,1696.3,1765.9,1831.6,1738.9,1915.8,1982,2175.9,2096.3,1918,1960.1,2046.5,1959.3,,,,,,,,,,,
Y22213,9113.5,9268.1,9424.2,9459.5,9370,8664,9343.2,9368.2,9451.6,8903.1,8532.2,8492.4,8569.5,8007.5,,,,,,,,,,,
Y22214,2276.3,2208.2,2256.8,2425.5,2499.9,2309,2092.3,2128.6,2030.3,1908.9,1671.7,1603.1,1594.6,1510.2,,,,,,,,,,,
Y22215,590,1360,2020,2820,4090,4370,4870,4610,5620,5310,6180,5900,5620,5180,5300,5420,,,,,,,,,
Y22216,2372,3222,4044,4822,5256,6601,7236,8463,8734,8624,7762,7154,6298,5901,,,,,,,,,,,
Y22217,4309.999847,4300,4420.000076,4700,4820.000076,4829.999924,9559.999847,9530.000305,9480.000305,9519.999695,9580.000305,9619.999695,9680.000305,5329.999924,5409.999847,9805.999985,9815.000153,9889.999939,9790.000076,,,,,,
Y22218,2220.588439,2501.435032,2437.917728,2260.691633,2495.817403,2694.999569,2621.0851,2607.256011,2718.206849,2671.034887,2601.815466,2299.270983,2500.496479,2699.673388,2434.548865,2153.376834,2276.464821,2479.705864,,,,,,,
Y22219,2262.862216,2170.163438,2063.173166,2053.305797,1965.993679,2180.405462,2025.268195,2225.921578,2291.649119,2043.220458,2049.684204,2028.831655,2235.750785,2533.747007,2641.739029,2404.460573,2415.477549,2194.944419,,,,,,,
Y22220,6052,6174,6708,6844,6410,6048,6259,7147,6335,5797,5229,5840,6160,6146,5832,5568,5204,5878,,,,,,,
Y22221,4520.8,4334,4799.4,5106.3,6092.6,6969.2,7862.4,8918.4,9787.2,9673.8,10000,9547.6,10222,10250.3,10791.8,11315.8,11787.5,,,,,,,,
Y22222,1555.5,1438.07,1349.19,1282.72,1213.32,1191.79,1176.65,1147.03,1108.33,1067.23,1000,977.7,949.83,948.79,921.83,947.16,964.09,931.25,962.62,,,,,,
Y22223,502.3329,538.7339,618.8159,621,853,2127,2429,2505,2660,2689,2907,2258,3810,5364,3284,2891,2878,3447,3573,,,,,,
Y22224,157.5,148.1,172.1,161.1,175.8,188.9,144.5,214.2,233,314.3,273.2,308.7,354.8,309.4,364,337.1,521.1,596.7,672.2,,,,,,
Y22225,8513.42,8377.64,8317.54,8505.38,8448.66,8213.63,8420.59,8713.35,9493.91,9529.3,9816.61,10056.85,10212.75,10425.03,9948.01,9431.43,9280.56,8932.89,8759.17,,,,,,
Y22226,390,440,560,680,870,1060,1060,1050,1100,1090,1250,1350,1450,1400,1440,1470,1390,1390,,,,,,,
Y22227,13000,9300,4200,4600,4000,4700,3100,4600,3700,4100,5400,5600,4300,5000,6900,2700,6400,4200,5900,,,,,,
Y22228,2519,2548,2469,2449,2430,2290,2293,2269,2255,2198,2131,2030,1985,,,,,,,,,,,,
Y22229,2464.1,2638.5,2871.4,3008.9,3071.7,2810.6,2935.5,3333.9,2997.5,2573.9,2408.7,2242.7,2152,2013.6,,,,,,,,,,,
Y22230,13138.9,12092.4,11535.1,11158.7,10886.2,10463.9,9862,9228.7,9183.8,9022.3,8775.6,8654.5,8450.3,7736.6,,,,,,,,,,,
Y22231,1664.288,1808.334,1835.934,2087.743,2308.163,2326.875,2555.692,2749.235,2811.304,2999.869,3079.598,3032.404,3266.113,3382.969,3620.967,3747.788,3952.669,4291.12,4499.957,,,,,,
Y22232,1414.6448,1537.0839,1413.6692,1586.6847,1661.8774,1628.8125,1737.8706,1841.9875,1827.3476,1949.9149,2001.7387,1971.0626,2122.9735,2165.1002,2244.9995,2248.6728,2332.0747,2488.8496,2519.9759,,,,,,
Y22233,1612.8,1714.2,1812.3,1892.2,2009.6,2192.2,2365,2508.8,2778.3,3000.5,3241.8,3483.3,3695.9,3931.6,3782.1,3643.2,3942.1,3938.9,4092.4,,,,,,
Y22234,391.12,434.9,456.07,486.74,519.72,489.71,517.59,553.51,619.22,679.81,740.18,798.12,929.14,1019.86,1009.88,1014.18,1101.51,1175.54,1216.17,,,,,,
Y22235,2951,3011,3139,3221,3533,3561,3771,4150,4266,4428,5268,4851,4934,5108,5023,4050,4704,5295,6577,,,,,,
Y22236,2922.681,2808.553,2902.409,3017.992,3185.517,3296.454,3358.921,3322.6,3420.779,3398.321,3482.933,3398.396,3504.087,3565.622,3386.598,3196.194,3412.328,3348.404,3322.906,,,,,,
Y22237,6456.04,6239.93,6602.24,6656.4,6570.69,6164.53,6417.28,6268.81,6073.89,6111.84,5807.87,5525.34,5020.07,4789.14,5051.1,4547.32,4608.43,4774.22,5114.82,,,,,,
Y22238,1728.57,1782.32,1765.64,1939.58,1783.3,1971.46,2094.56,2145.12,2284.62,2368.8,2507.09,2565.56,2731.44,2691.61,2713.29,2691.46,2735.93,2688.25,2866.42,,,,,,
Y22239,1489.8,1553.72,1654.99,1702.06,1888.69,1889.67,2006.55,2001.27,2078.7,2171.84,2179.41,2299.09,2437.39,2397.84,2244.32,2228.88,2232.34,2199.73,2343.34,,,,,,
Y22240,642.95,687.83,730.79,689.61,677.29,748.56,828.07,866.51,906.51,1074.48,1053.12,1018.58,943.02,1065.76,1171.33,1198.74,1147.66,1175.27,1335,,,,,,
Y22241,2499.46,2691.6,2827.87,2913.56,3107.74,3336.35,3564.68,3693.88,3898.15,4100.69,4361.94,4795.97,4667.02,4786.82,4659.56,4982.02,4842.48,4999.47,4995.48,,,,,,
Y22242,3701.8,4455.6,4923.1,5368.1,5606.6,5395.1,5595.1,5389.3,6169.2,6820.5,6862.4,6952.1,7325.4,7208.8,7236.9,6892,7238.2,7369.5,7113.7,,,,,,
Y22243,515.9,536.3,592.5,712.1,862.6,951.6,1124.4,1395.8,1538.5,1732.3,2048.3,2271.6,2525.2,2584.4,2649.3,2778.6,3029.4,2939,3211.6,,,,,,
Y22244,1338.3,1397.7,1482.8,1580.5,1688,1822.4,1962.2,2185.4,2465.5,2694.8,2994.1,3288.5,3630,3902.9,3967.3,3986,4303.6,4415.7,4772.4,,,,,,
Y22245,1451.2,1442.8,1553.2,1760.8,1946.4,2148.2,2503.7,2690.8,3267.8,3539.1,3784.5,3856.3,4137.9,4402.2,4358.7,4214.1,4376.1,4466.2,4692.3,,,,,,
Y22246,568.9332,568.9332,849.0933,849.0933,871.002,296.1882,1342.1133,1661.616,1082.9412,858.726,2019.8772,1960.0812,1005.4935,,,,,,,,,,,,
Y22247,2462.8,2456,2509.9,2493.9,2671.6,2548.1,2557.2,3142.5,3180,2901,2877.6,3154.9,3370,3313.6,3302.7,4055.4,4020.4,4100.9,3793.5,,,,,,
Y22248,3845.4,4434.9,4542.9,4722.3,4000,4220.7,4241.3,5599.6,6242.5,6989.6,7137.3,7015.7,7150.1,7771.8,7689.6,7623.2,9943.9,10156,9874.5,,,,,,
Y22249,4196.04,4376.92,4546.12,4762.39,4575.37,5418.21,5947.75,6426.37,6441.73,6487.19,6644.9,6527.52,6564.49,6641.78,6081.53,5675.14,6282.65,6248.75,6214.02,,,,,,
Y22250,1799.25,1783.98,1862.86,1933.58,1981.82,2024.51,2151.18,2227.17,2387.68,2547.99,2712.66,2830.43,3007.47,3133.43,3116.57,3185.51,3320.23,3430.08,3602.52,,,,,,
Y22251,217.7,217.7,1778.1,1778.1,1808.6,2976.4,2859.7,3740,3231.9,3131.3,2918,2729.5,3105.2,,,,,,,,,,,,
Y22252,690,920,1210,1300,1490,1460,2150,2430,2400,2820,4110,5290,5540,5870,5640,4810,6000,6670,6880,,,,,,
Y22253,630.8,630.8,2666.1,2666.1,2745.5,1814.6,2530.8,3045.8,2646.6,1888.1,3260.8,3896.8,2825.9,,,,,,,,,,,,
Y22254,1090.9,1090.9,7321.2,7321.2,5126.5,3873,5579.8,6743,4384,3962.5,7107,8092.1,5463.1,,,,,,,,,,,,
Y22255,1956.6,1956.6,8594.9,8594.9,16323.3,11247,7186.9,9635.1,16908.6,11006.7,7963.9,6051.2,14670.8,,,,,,,,,,,,
Y22256,868.93,390.59,1451.74,1451.74,1549.16,838.85,1337.94,1476.66,1580.65,928.26,1389.93,1092.11,1198.79,,,,,,,,,,,,
Y22257,402.3,402.3,2840.4,2840.4,2466.3,1179.5,2785.3,3208,2253.6,1443,3281.2,3014.6,2278,,,,,,,,,,,,
Y22258,1618.955,1643.394,1732.788,1800.002,1846.851,1954.576,2072.952,2119.048,2220.109,2295.141,2246.192,2310.848,2449.531,2504.081,2372.958,2339.203,2414.64,2285.884,2335.336,,,,,,
Y22259,2546.97,2483.66,2566.27,2545.4,2976.13,3081.12,3165.69,2861.4,2964.36,3394.94,3260.93,3400.07,3597.8,3900.27,3570.39,3527.01,3859.18,3651.86,3867.6,,,,,,
Y22260,958.199,1007.882,1069.807,1163.027,1099.156,1084.427,1118.508,1166.503,1196.593,1247.664,1210.348,1174.528,1153.748,1209.261,1290.056,1321.321,1319.758,1405.075,1468.772,,,,,,
Y22261,2240.289,2265.368,2342.4,2385.516,2490.188,2637.625,2756.152,2861.598,2953.511,3095.992,3113.184,3110.588,3275.993,3319.315,3249.708,3167.071,3303.45,3345.28,3397.859,,,,,,
Y22262,5725.72,5574.02,5740.42,5690.66,5806.94,6447.42,6781.94,6348.62,6969.71,7341.92,7599.78,7897.38,8357.96,8332.16,8222.51,7818.15,8252.74,8271.01,8682.49,,,,,,
Y22263,1036.43,1030.911,1009.136,1060.953,1040.18,1034.188,1049.334,1097.623,1135.357,1091.157,1002.939,948.319,938.068,930.198,962.66,969.758,939.662,935.451,1013.962,,,,,,
Y22264,5323.3,3352.4,4047.5,3908.7,4969.5,5322.6,4659.4,5126.8,6164,7063,7078.4,7496.2,8173.2,7328.5,7361,7515.8,8239,7825.5,9231.7,,,,,,
Y22265,416.29,447.1,468.89,435.61,511.19,540.92,583.67,570.53,678.75,742.02,801.79,856.47,899.55,966.99,943.92,947.95,937.98,913.23,923.51,,,,,,
Y22266,514.99,548.55,684.85,701.28,512.07,564.37,682.95,952.94,1001.15,1078.14,1121.88,1135.16,1187.69,1183.89,1281.54,1274.57,1184.5,1074.5,1218.05,,,,,,
Y22267,990.8,991.6,1082.5,1083.6,1057,1303,1503.2,1364.1,1435.2,1463.3,1574,1594.2,1748.3,1774.8,2194.9,2215.5,2154,2012.2,2295.2,,,,,,
Y22268,885.45,909.71,957.97,1031.94,1111.97,1163.46,1244.56,1345.86,1439.01,1625.7,1624.43,1641.77,1929.84,1922.81,2019.64,1944.96,2081.3,2005.87,2229.4,,,,,,
Y22269,393.4,409.8,440.3,477.3,507.1,544.6,715.4,750,815.2,876.7,960.6,1019.6,1141.1,1247.4,1291,1266.7,1354.7,1439.9,1683.8,,,,,,
Y22270,4982,5101,5134,5356,5510,5577,5852,5783,6594,7073,7021,7673,8190,8483,8466,7901,9607,10161,10667,,,,,,
Y22271,1588.4,1571.3,1558,1340.3,1279.8,1516,1499.4,1424.3,1624.4,1525,1608,1612.2,1723.5,1669.1,1697.6,1702.9,1518.7,1708.8,1928.7,,,,,,
Y22272,9481,9550,9830,7943,7219,9698,9031,8409,9891,9046,9816,9565,10310,9415,9304,9142,6692,8136,9639,,,,,,
Y22273,3884.9,3448.8,3237.7,2802.7,4556.3,3675.8,2718.8,2768.8,2809.8,3227.3,2406.4,3651.5,3474.4,4059.7,3608.2,4592.6,3541.8,3183.1,3322.7,,,,,,
Y22274,1370,1422,1502,1565,1449,1541,1656,2050,2213,2554,2712,2675,3149,2922,2780,2930,3027,3773,3192,,,,,,
Y22275,2055,1901,2191,2044,2375,2556,2140,2330,2749,2993,3154,3486,4333,4365,4370,5392,6077,7015,6773,,,,,,
Y22276,1212,1264,1280,1446,1208,1154,1310,1300,1622,1755,1719,1709,1832,1607,1584,1580,1663,1594,1962,,,,,,
Y22277,588.359,602.333,629.974,653.964,697.255,718.759,760.735,791.292,866.917,908.36,901.184,925.098,1000.395,1042.271,1005.886,991.652,1008.957,1045.155,1076.407,,,,,,
Y22278,4053.48,4117.92,4387.47,4737.78,5138.44,5120.33,5668.2,5800,6455.89,6849.17,7470.68,7862.63,8309.43,8481.96,8175.6,7722.68,7792.28,8195.41,8495.93,,,,,,
Y22279,578.36,683.36,747.05,755.97,781.45,795.56,934.25,1050.66,1110.18,1442.62,1671.91,1838.62,1951.35,1762.05,1789.4,2071.7,2268.43,2633.08,2935.12,,,,,,
Y22280,3484.1,4023.9,4249,4480.1,4096,4191.7,4071.6,4461.4,4781.1,5111.3,5224.5,5510.1,5776.2,5707.5,5398.9,5206.7,6214.8,5979.3,6168.9,,,,,,
Y22281,1857.94,1899.67,2007.21,1973.17,1884.5,1894.99,2037.22,2047.2,2160.44,2186.45,2215.72,2200.21,2206.28,2128.1,1938.46,1937.56,2140.54,2223.85,2241.03,,,,,,
Y22282,1870.92,1729.17,1808.78,1806.23,1781.75,1735.06,1753.07,1934.53,1979.4,2107.1,2225.49,2355.27,2367.81,2319.7,2156.13,2062.53,2155.39,2231.92,2126.56,,,,,,
Y22283,1378.7,1485.3,1529.8,1305.9,1445.8,1486.7,1628.6,1727,1851.9,2235.9,2512,2713.9,3079.7,2158.2,1899.2,1899.3,1916.7,1916.7,2301.2,,,,,,
Y22284,2687.66,2783.26,2973.51,3150.67,3356.92,3560.44,3696.61,3757.44,4013.51,4221.45,4064.68,4136.72,4636.44,4738.8,4482.1,4146.6,4100.87,4289.08,4300.87,,,,,,
Y22285,7205.9,7229.4,7518.7,7809.2,7576.6,7490.3,7905.9,7971.3,8328.3,8438.1,8372.6,8332.1,8947,8552.7,8447.5,8347.5,8668.4,9091.4,9394.3,,,,,,
Y22286,3600.28,3636.98,3840.28,4131.8,4468.77,4371.69,4844.27,4911.86,5454.54,5750.55,6232.52,6531.56,6869.5,6924.23,6609.67,6176.88,6162.14,6452.7,6654.46,,,,,,
Y22287,1591.6,1719.69,1722.64,1764.32,1636.24,1650.23,1667.15,1780.89,1812.1,1997.87,1986.64,1748.14,1581.84,1590.81,1694.23,1865.99,1727.9,1710.83,2034.74,,,,,,
Y22288,1119.723,1176.797,1254.125,1382.099,1313.372,1311.681,1406.589,1518.01,1569.723,1648.698,1687.946,1661.612,1563.795,1601.533,1652.354,1728.031,1779.641,1849.972,1959.083,,,,,,
Y22289,1465.78,1445.74,1543.7,1539.29,1732.57,1636.95,1874.76,1845.55,1745.88,1693.01,1634.94,1424.92,1449.28,1571.82,1403.89,1298.22,1532.14,1535.57,1612.55,,,,,,
Y22290,2280.62,2328.35,2466.45,2422.05,2414.57,2474.72,2597.29,2731.5,2876.96,3037.67,3081.14,3159.49,3344.59,3134.97,3108.41,3149.53,3153.14,3191.39,3395.14,,,,,,
Y22291,5003.72,5113.8,5428.71,5368.85,5520.49,5790.3,5984.05,6204.34,6315.37,6828.16,6786.36,7016.78,7338.85,6872.22,6963.7,7140.44,7584.66,7745.23,7829.75,,,,,,
Y22292,1436.64,1515.58,1585.88,1579.72,1713.04,1744.52,1795.03,1943.45,2069.66,2036.84,2097.96,2213.41,2366.9,2399.7,2412.27,2564.8,2542.02,2562.52,2628.74,,,,,,
Y22293,4107.4,4301.7,4586.1,4764.6,4666.3,4520.1,4721,4793.1,5166.4,5157.5,5355.5,5835.8,6120.4,6143.3,6037.9,6201.7,6570.2,6819.1,6956.8,,,,,,
Y22294,528.4,586.4,641.7,675.1,657.2,661.6,677.7,768.1,791.7,908.3,992.2,1078,1137.8,1126.1,1073.5,1088.2,1196.4,1190.7,1263.8,,,,,,
Y22295,1510.01,1475.07,1538.78,1590.82,1613.76,1617.44,1717.03,1834.03,1963.37,2068.95,2102.46,2300.11,2388.8,2564.76,2469.11,2485.08,2573.84,2610.75,2600.59,,,,,,
Y22296,692.58,718.01,754.9,806.57,870.5,941.59,923.53,980.76,1074.32,1168.81,1277.14,1351.17,1455.07,1545.44,1607.78,1643.87,1721.04,1822.8,1979.21,,,,,,
Y22297,1587.12,1675.98,1882.22,1982.6,2099.34,2245.11,2390.04,2512.24,2644.04,2852.1,2995.74,3080.48,3201.4,3411.85,3291.9,3270.11,3356.87,3457.97,3527.6,,,,,,
